0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,3,32,3,3,3,3,16,3
0,0,0,0,0,0,0,0,0,0,0,34,35,35,35,35,35,35,35,35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,17,3,3,32,3,4,0,0,0,0,0,0,0,0,0,0,0,0
35,35,35,35,35,35,35,36,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,3,32,3,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,34,35,35,35,36,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,3,3,3,3,16,3,3,3,3,3,3,3,3,3,3,3,3,3
33,33,16,33,33,17,33,33,16,33,33,16,33,17,33,33,16,33,33,33
