0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,21,22,22,22,22,22,22,22,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,22,22,22,22,22,23,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
0,0,0,25,0,0,24,0,0,0,0,21,22,22,22,22,23,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
0,0,6,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,0,0
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,22,22,22
